,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,accountID,accountCreatedAt,tweetID
0,NocturnalCyborg,"Youtuber• Creator
Just a simple loser on the internet that post video's here and there",,289,44,1383,1084,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2017-09-12 17:43:33+00:00,907660968255205376,1584280339681542144
1,EhsanMannan,"i do art stuff
musicman sometimes https://t.co/BZU2Css4OT","London, England",264,113,1638,457,Yoshihiro Togashi remembers Yu-Gi-Oh Kazuki Takahashi in his comment after Hunter×Hunter returns from a long hiatus https://t.co/gZFZiR6Eyh,[],2015-03-22 20:13:27+00:00,3105725914,1584280324476784640
2,_HOPATO,أتفرج وأعلق غالبًا؟ لافائدة كبيرة يعني. أرتوت رسمات كثير,,179,885,87963,1084,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2010-11-12 20:18:05+00:00,215019593,1584279923266449408
3,mateadas,"Podcast variado de Opinion Geek.
Cómics, manga, anime, películas, series, videojuegos.

Estamos en Youtube, Spotify y iVoox","Mar del Plata, Argentina",1887,1906,8712,0,"Resumen del episodio: Estuvimos hablando sobre la vuelta del manga de #hunterxhunter y opinando sobre el futuro de la obra. 
Toda la info acá:
👇👇
https://t.co/PKMW3oK4C8

#Anitw #Anitwt #Podcast #Reseñas #anime #manga #Togashi #yuyuhakusho #HXH391 #HXH https://t.co/65ojGTrYq4","['hunterxhunter', 'Anitw', 'Anitwt', 'Podcast', 'Reseñas', 'anime', 'manga', 'Togashi', 'yuyuhakusho', 'HXH391', 'HXH']",2020-02-29 00:10:41+00:00,1233545043870408710,1584279844547833858
4,mateoli44,💜⚾️💜,,152,25,930,0,moleque saiu o novo capitulo de hunter x hunter e ainda parece um sonho obrigado mestre yoshihiro togashi,[],2022-05-01 20:27:30+00:00,1520862419404304385,1584279799081881601
5,Blackops961,,,247,64,268,1084,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2021-02-02 22:35:39+00:00,1356732761478885378,1584279711345102848
6,iggo_pip,homme simple.,59i nord,258,208,7102,0,"Lisez lisez lisez, car Togashi 🙏 superbes pages, hâte des 9 prochaines semaines ahh",[],2013-03-10 22:26:28+00:00,1258074948,1584279700897087489
7,auditoredany,3 frère pas un de +,"Londres, Angleterre",574,1177,129709,5,Le chapitre de hxh me rappelle pk togashi n’a pas de concurrent ici bas,[],2012-07-27 13:23:30+00:00,720148634,1584279563714310144
8,sewagedweller,he/him/they/idk || 1312 ||,LBC,1045,398,39470,1084,Yoshihiro Togashi's author comment from Shonen Jump issue #47 https://t.co/uHQvF3WN89,[],2014-01-12 01:39:51+00:00,2287450824,1584279433493377024
9,PaolaMissae,,,356,237,227104,457,Yoshihiro Togashi remembers Yu-Gi-Oh Kazuki Takahashi in his comment after Hunter×Hunter returns from a long hiatus https://t.co/gZFZiR6Eyh,[],2009-08-19 19:08:02+00:00,67088929,1584279396214444032
10,Ali93fmc,#PSGVIE,France 🇹🇳,82,78,12891,5,Le chapitre de hxh me rappelle pk togashi n’a pas de concurrent ici bas,[],2014-03-15 21:16:12+00:00,2391627806,1584279286177226754
